Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.149317	Rtr1	0	7	FullDelay	0.0800353	80035.3	1	5
0.152323	Rtr11	0	12	LastDelay	0.0400018	40001.8	1	2
0.152323	Rtr11	0	12	FullDelay	0.0400018	40001.8	1	2
0.153805	Rtr1	0	8	LastDelay	0.0821382	82138.2	1	5
0.153805	Rtr1	0	8	FullDelay	0.0821382	82138.2	1	5
0.154276	Src1	0	8	LastDelay	0.0871642	87164.2	1	6
0.154276	Src1	0	8	FullDelay	0.0871642	87164.2	1	6
0.156329	Rtr17	0	7	LastDelay	0.0927305	92730.5	1	7
0.156329	Rtr17	0	7	FullDelay	0.0927305	92730.5	1	7
0.157426	Rtr3	0	8	LastDelay	0.0800353	80035.3	1	4
0.157426	Rtr3	0	8	FullDelay	0.0800353	80035.3	1	4
0.159388	Src2	0	9	LastDelay	0.0462034	46203.4	1	3
0.159388	Src2	0	9	FullDelay	0.0462034	46203.4	1	3
0.161093	Rtr13	0	9	LastDelay	0.0919584	91958.4	1	5
0.161093	Rtr13	0	9	FullDelay	0.0919584	91958.4	1	5
0.161093	Src3	0	9	LastDelay	0.0610841	61084.1	1	5
0.161093	Src3	0	9	FullDelay	0.0610841	61084.1	1	5
0.161093	Src4	0	9	LastDelay	0.0976946	97694.6	1	5
0.161093	Src4	0	9	FullDelay	0.0976946	97694.6	1	5
0.161093	Rtr19	0	9	LastDelay	0.0800194	80019.4	1	5
0.161093	Rtr19	0	9	FullDelay	0.0800194	80019.4	1	5
0.163571	Rtr11	0	13	LastDelay	0.0400018	40001.8	1	2
0.163571	Rtr11	0	13	FullDelay	0.0400018	40001.8	1	2
0.164284	Rtr17	0	8	LastDelay	0.0966843	96684.3	1	7
0.164284	Rtr17	0	8	FullDelay	0.0966843	96684.3	1	7
0.165559	Rtr13	0	10	LastDelay	0.0800194	80019.4	1	5
0.165559	Rtr13	0	10	FullDelay	0.0800194	80019.4	1	5
0.165559	Src3	0	10	LastDelay	0.0624732	62473.2	1	5
0.165559	Src3	0	10	FullDelay	0.0624732	62473.2	1	5
0.165559	Src4	0	10	LastDelay	0.0903698	90369.8	1	5
0.165559	Src4	0	10	FullDelay	0.0903698	90369.8	1	5
0.165559	Rtr19	0	10	LastDelay	0.0733971	73397.1	1	5
0.165559	Rtr19	0	10	FullDelay	0.0733971	73397.1	1	5
0.168185	Rtr11	0	14	LastDelay	0.0400018	40001.8	1	2
0.168185	Rtr11	0	14	FullDelay	0.0400018	40001.8	1	2
0.168328	Rtr1	0	9	LastDelay	0.0800353	80035.3	1	5
0.168328	Rtr1	0	9	FullDelay	0.0800353	80035.3	1	5
0.168735	Src2	0	10	LastDelay	0.0456442	45644.2	1	3
0.168735	Src2	0	10	FullDelay	0.0456442	45644.2	1	3
0.169285	Rtr11	0	15	LastDelay	0.0400018	40001.8	1	2
0.169285	Rtr11	0	15	FullDelay	0.0400018	40001.8	1	2
0.169397	Rtr3	0	9	LastDelay	0.0800353	80035.3	1	4
0.169397	Rtr3	0	9	FullDelay	0.0800353	80035.3	1	4
