Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.0567809	Src5	0	14	FullDelay	0.0417728	41772.8	1	2
0.0569026	Src3	0	18	LastDelay	0.0424485	42448.5	1	2
0.0569026	Src3	0	18	FullDelay	0.0424485	42448.5	1	2
0.0574512	Src4	0	16	LastDelay	0.0423464	42346.4	1	2
0.0574512	Src4	0	16	FullDelay	0.0423464	42346.4	1	2
0.0577594	Src3	0	19	LastDelay	0.0419365	41936.5	1	2
0.0577594	Src3	0	19	FullDelay	0.0419365	41936.5	1	2
0.05803	Src5	0	15	LastDelay	0.0417728	41772.8	1	2
0.05803	Src5	0	15	FullDelay	0.0417728	41772.8	1	2
0.0586162	Src3	0	20	LastDelay	0.0425512	42551.2	1	2
0.0586162	Src3	0	20	FullDelay	0.0425512	42551.2	1	2
0.058834	Src4	0	17	LastDelay	0.0417728	41772.8	1	2
0.058834	Src4	0	17	FullDelay	0.0417728	41772.8	1	2
0.0588868	Src5	0	16	LastDelay	0.04186	41860	1	2
0.0588868	Src5	0	16	FullDelay	0.04186	41860	1	2
0.059473	Src3	0	21	LastDelay	0.0425033	42503.3	1	2
0.059473	Src3	0	21	FullDelay	0.0425033	42503.3	1	2
0.0597436	Src5	0	17	LastDelay	0.0421423	42142.3	1	2
0.0597436	Src5	0	17	FullDelay	0.0421423	42142.3	1	2
0.0603298	Src3	0	22	LastDelay	0.0420681	42068.1	1	2
0.0603298	Src3	0	22	FullDelay	0.0420681	42068.1	1	2
0.0606004	Src5	0	18	LastDelay	0.0428538	42853.8	1	2
0.0606004	Src5	0	18	FullDelay	0.0428538	42853.8	1	2
0.0606815	Src4	0	18	LastDelay	0.0417728	41772.8	1	2
0.0606815	Src4	0	18	FullDelay	0.0417728	41772.8	1	2
0.0611866	Src3	0	23	LastDelay	0.0426356	42635.6	1	2
0.0611866	Src3	0	23	FullDelay	0.0426356	42635.6	1	2
0.0614572	Src5	0	19	LastDelay	0.0425683	42568.3	1	2
0.0614572	Src5	0	19	FullDelay	0.0425683	42568.3	1	2
0.0620302	Src4	0	19	LastDelay	0.0417728	41772.8	1	2
0.0620302	Src4	0	19	FullDelay	0.0417728	41772.8	1	2
0.0620434	Src3	0	24	LastDelay	0.0431597	43159.7	1	2
0.0620434	Src3	0	24	FullDelay	0.0431597	43159.7	1	2
0.062314	Src5	0	20	LastDelay	0.0429966	42996.6	1	2
0.062314	Src5	0	20	FullDelay	0.0429966	42996.6	1	2
0.0629002	Src3	0	25	LastDelay	0.042779	42779	1	2
0.0629002	Src3	0	25	FullDelay	0.042779	42779	1	2
0.0631708	Src5	0	21	LastDelay	0.0432893	43289.3	1	2
0.0631708	Src5	0	21	FullDelay	0.0432893	43289.3	1	2
0.0636869	Src4	0	20	LastDelay	0.0417728	41772.8	1	2
0.0636869	Src4	0	20	FullDelay	0.0417728	41772.8	1	2
0.063757	Src3	0	26	LastDelay	0.0423342	42334.2	1	2
0.063757	Src3	0	26	FullDelay	0.0423342	42334.2	1	2
0.0639508	Src2	0	1	LastDelay	0.0626496	62649.6	1	3
0.0639508	Src2	0	1	FullDelay	0.0626496	62649.6	1	3
0.0640276	Src5	0	22	LastDelay	0.0427519	42751.9	1	2
0.0640276	Src5	0	22	FullDelay	0.0427519	42751.9	1	2
0.0645437	Src4	0	21	LastDelay	0.0421265	42126.5	1	2
0.0645437	Src4	0	21	FullDelay	0.0421265	42126.5	1	2
0.0646138	Src3	0	27	LastDelay	0.0419319	41931.9	1	2
0.0646138	Src3	0	27	FullDelay	0.0419319	41931.9	1	2
0.0650342	Src5	0	23	LastDelay	0.0417728	41772.8	1	2
0.0650342	Src5	0	23	FullDelay	0.0417728	41772.8	1	2
0.0650484	Src2	0	2	LastDelay	0.0626496	62649.6	1	3
0.0650484	Src2	0	2	FullDelay	0.0626496	62649.6	1	3
0.0654005	Src4	0	22	LastDelay	0.0424607	42460.7	1	2
0.0654005	Src4	0	22	FullDelay	0.0424607	42460.7	1	2
0.0654706	Src3	0	28	LastDelay	0.0423294	42329.4	1	2
0.0654706	Src3	0	28	FullDelay	0.0423294	42329.4	1	2
0.065891	Src5	0	24	LastDelay	0.0424231	42423.1	1	2
0.065891	Src5	0	24	FullDelay	0.0424231	42423.1	1	2
0.0661641	Src2	0	3	LastDelay	0.0626496	62649.6	1	3
0.0661641	Src2	0	3	FullDelay	0.0626496	62649.6	1	3
0.0662573	Src4	0	23	LastDelay	0.0421391	42139.1	1	2
0.0662573	Src4	0	23	FullDelay	0.0421391	42139.1	1	2
0.0663274	Src3	0	29	LastDelay	0.043147	43147	1	2
0.0663274	Src3	0	29	FullDelay	0.043147	43147	1	2
0.0667478	Src5	0	25	LastDelay	0.0421305	42130.5	1	2
0.0667478	Src5	0	25	FullDelay	0.0421305	42130.5	1	2
0.0671842	Src3	0	30	LastDelay	0.0436288	43628.8	1	2
0.0671842	Src3	0	30	FullDelay	0.0436288	43628.8	1	2
0.0673369	Src2	0	4	LastDelay	0.0626496	62649.6	1	3
0.0673369	Src2	0	4	FullDelay	0.0626496	62649.6	1	3
0.0674543	Src4	0	24	LastDelay	0.0417728	41772.8	1	2
0.0674543	Src4	0	24	FullDelay	0.0417728	41772.8	1	2
0.0678324	Src5	0	26	LastDelay	0.0417728	41772.8	1	2
0.0678324	Src5	0	26	FullDelay	0.0417728	41772.8	1	2
0.068041	Src3	0	31	LastDelay	0.0428713	42871.3	1	2
0.068041	Src3	0	31	FullDelay	0.0428713	42871.3	1	2
0.0683111	Src4	0	25	LastDelay	0.0417931	41793.1	1	2
0.0683111	Src4	0	25	FullDelay	0.0417931	41793.1	1	2
0.0683872	Src2	0	5	LastDelay	0.0626496	62649.6	1	3
0.0683872	Src2	0	5	FullDelay	0.0626496	62649.6	1	3
0.0686892	Src5	0	27	LastDelay	0.0424911	42491.1	1	2
0.0686892	Src5	0	27	FullDelay	0.0424911	42491.1	1	2
0.0688978	Src3	0	32	LastDelay	0.0419974	41997.4	1	2
0.0688978	Src3	0	32	FullDelay	0.0419974	41997.4	1	2
0.0693147	Src2	0	6	LastDelay	0.0626496	62649.6	1	3
0.0693147	Src2	0	6	FullDelay	0.0626496	62649.6	1	3
0.069546	Src5	0	28	LastDelay	0.0420122	42012.2	1	2
0.069546	Src5	0	28	FullDelay	0.0420122	42012.2	1	2
0.0698864	Src4	0	26	LastDelay	0.0417728	41772.8	1	2
0.0698864	Src4	0	26	FullDelay	0.0417728	41772.8	1	2
0.0703766	Src3	0	33	LastDelay	0.0417728	41772.8	1	2
0.0703766	Src3	0	33	FullDelay	0.0417728	41772.8	1	2
0.0704643	Src5	0	29	LastDelay	0.0417728	41772.8	1	2
0.0704643	Src5	0	29	FullDelay	0.0417728	41772.8	1	2
0.0707432	Src4	0	27	LastDelay	0.0424567	42456.7	1	2
0.0707432	Src4	0	27	FullDelay	0.0424567	42456.7	1	2
0.0711221	Src2	0	7	LastDelay	0.0626496	62649.6	1	3
0.0711221	Src2	0	7	FullDelay	0.0626496	62649.6	1	3
0.0712334	Src3	0	34	LastDelay	0.042335	42335	1	2
0.0712334	Src3	0	34	FullDelay	0.042335	42335	1	2
0.0716	Src4	0	28	LastDelay	0.042935	42935	1	2
0.0716	Src4	0	28	FullDelay	0.042935	42935	1	2
0.0718579	Src5	0	30	LastDelay	0.0417728	41772.8	1	2
0.0718579	Src5	0	30	FullDelay	0.0417728	41772.8	1	2
0.0720226	Src2	0	8	LastDelay	0.0626496	62649.6	1	3
0.0720226	Src2	0	8	FullDelay	0.0626496	62649.6	1	3
0.0724568	Src4	0	29	LastDelay	0.0422547	42254.7	1	2
0.0724568	Src4	0	29	FullDelay	0.0422547	42254.7	1	2
0.0725913	Src3	0	35	LastDelay	0.0417728	41772.8	1	2
0.0725913	Src3	0	35	FullDelay	0.0417728	41772.8	1	2
0.0727147	Src5	0	31	LastDelay	0.0420571	42057.1	1	2
0.0727147	Src5	0	31	FullDelay	0.0420571	42057.1	1	2
0.0728778	Src2	0	9	LastDelay	0.0628769	62876.9	1	3
0.0728778	Src2	0	9	FullDelay	0.0628769	62876.9	1	3
0.0733136	Src4	0	30	LastDelay	0.0426592	42659.2	1	2
0.0733136	Src4	0	30	FullDelay	0.0426592	42659.2	1	2
0.0735715	Src5	0	32	LastDelay	0.041887	41887	1	2
0.0735715	Src5	0	32	FullDelay	0.041887	41887	1	2
0.073733	Src2	0	10	LastDelay	0.0634244	63424.4	1	3
0.073733	Src2	0	10	FullDelay	0.0634244	63424.4	1	3
0.0740922	Src3	0	36	LastDelay	0.0417728	41772.8	1	2
0.0740922	Src3	0	36	FullDelay	0.0417728	41772.8	1	2
0.0741704	Src4	0	31	LastDelay	0.0429175	42917.5	1	2
0.0741704	Src4	0	31	FullDelay	0.0429175	42917.5	1	2
0.0745882	Src2	0	11	LastDelay	0.0637371	63737.1	1	3
0.0745882	Src2	0	11	FullDelay	0.0637371	63737.1	1	3
0.074684	Src5	0	33	LastDelay	0.0417837	41783.7	1	2
0.074684	Src5	0	33	FullDelay	0.0417837	41783.7	1	2
0.0750272	Src4	0	32	LastDelay	0.0426899	42689.9	1	2
0.0750272	Src4	0	32	FullDelay	0.0426899	42689.9	1	2
0.0754434	Src2	0	12	LastDelay	0.0641297	64129.7	1	3
0.0754434	Src2	0	12	FullDelay	0.0641297	64129.7	1	3
0.0755014	Src3	0	37	LastDelay	0.0417728	41772.8	1	2
0.0755014	Src3	0	37	FullDelay	0.0417728	41772.8	1	2
0.0755408	Src5	0	34	LastDelay	0.0417982	41798.2	1	2
0.0755408	Src5	0	34	FullDelay	0.0417982	41798.2	1	2
0.0760526	Src4	0	33	LastDelay	0.0417728	41772.8	1	2
0.0760526	Src4	0	33	FullDelay	0.0417728	41772.8	1	2
0.0762986	Src2	0	13	LastDelay	0.0630047	63004.7	1	3
0.0762986	Src2	0	13	FullDelay	0.0630047	63004.7	1	3
0.0763976	Src5	0	35	LastDelay	0.041922	41922	1	2
0.0763976	Src5	0	35	FullDelay	0.041922	41922	1	2
0.0766847	Src3	0	38	LastDelay	0.0417728	41772.8	1	2
0.0766847	Src3	0	38	FullDelay	0.0417728	41772.8	1	2
0.0769094	Src4	0	34	LastDelay	0.0421043	42104.3	1	2
0.0769094	Src4	0	34	FullDelay	0.0421043	42104.3	1	2
0.0773963	Src5	0	36	LastDelay	0.0417728	41772.8	1	2
0.0773963	Src5	0	36	FullDelay	0.0417728	41772.8	1	2
0.0775415	Src3	0	39	LastDelay	0.0422796	42279.6	1	2
0.0775415	Src3	0	39	FullDelay	0.0422796	42279.6	1	2
0.0775907	Src2	0	14	LastDelay	0.0626496	62649.6	1	3
0.0775907	Src2	0	14	FullDelay	0.0626496	62649.6	1	3
0.0777662	Src4	0	35	LastDelay	0.042519	42519	1	2
0.0777662	Src4	0	35	FullDelay	0.042519	42519	1	2
0.0783983	Src3	0	40	LastDelay	0.0421165	42116.5	1	2
0.0783983	Src3	0	40	FullDelay	0.0421165	42116.5	1	2
0.0784185	Src5	0	37	LastDelay	0.0417728	41772.8	1	2
0.0784185	Src5	0	37	FullDelay	0.0417728	41772.8	1	2
0.0784459	Src2	0	15	LastDelay	0.0631344	63134.4	1	3
0.0784459	Src2	0	15	FullDelay	0.0631344	63134.4	1	3
